match_id,player_id,is_keeper,is_captain
335997,126,0,0
335998,1,0,1
335998,2,1,0
335998,3,0,0
335998,62,0,0
335998,4,0,0
335998,5,0,0
335998,63,0,0
335998,82,0,0
335998,83,0,0
335998,84,0,0
335998,106,0,0
335998,17,0,0
335998,18,0,0
335998,20,1,1
335998,19,0,0
335998,23,0,0
335998,21,0,0
335998,22,0,0
335998,119,0,0
335998,435,0,0
335998,120,0,0
335998,121,0,0
335999,43,1,0
335999,44,0,0
335999,85,0,0
335999,46,0,0
335999,49,0,1
335999,48,0,0
335999,71,0,0
335999,72,0,0
335999,53,1,0
335999,55,0,1
335999,73,0,0
335999,80,0,0
335999,148,0,0
335999,56,0,0
335999,57,0,0
335999,70,0,0
335999,59,0,0
335999,232,0,0
335999,61,0,0
335999,131,0,0
335999,99,0,0
335999,98,0,0
336000,40,0,0
336000,41,0,1
336000,42,0,0
336000,86,0,0
336000,87,0,0
336000,88,1,0
336000,89,0,0
336000,90,0,0
336000,91,0,0
336000,24,0,0
336000,28,0,0
336000,26,1,0
336000,64,0,0
336000,27,0,1
336000,92,0,0
336000,29,0,0
336000,66,0,0
336000,117,0,0
336000,118,0,0
336000,67,0,0
336000,77,0,0
336000,78,0,0
336001,17,0,0
336001,18,0,0
336001,19,0,0
336001,21,0,0
336001,20,1,1
336001,22,0,0
336001,93,0,0
336001,7,0,0
336001,52,0,0
336001,9,0,0
336001,11,1,0
336001,8,0,0
336001,6,0,1
336001,14,0,0
336001,15,0,0
336001,12,0,0
336001,94,0,0
336001,23,0,0
336001,109,0,0
336001,119,0,0
336001,435,0,0
336001,120,0,0
336002,2,1,0
336002,1,0,1
336002,3,0,0
336002,95,0,0
336002,4,0,0
336002,5,0,0
336002,63,0,0
336002,82,0,0
336002,83,0,0
336002,84,0,0
336002,85,0,0
336002,44,0,0
336002,96,0,0
336002,46,0,0
336002,71,0,0
336002,106,0,0
336002,49,0,1
336002,48,0,0
336002,73,0,0
336002,80,0,0
336002,149,0,0
336002,47,1,0
336003,40,0,0
336003,41,0,1
336003,42,0,0
336003,86,0,0
336003,88,1,0
336003,87,0,0
336003,89,0,0
336003,14,0,0
336003,7,0,0
336003,52,0,0
336003,9,0,0
336003,6,0,1
336003,11,1,0
336003,8,0,0
336003,175,0,0
336003,117,0,0
336003,91,0,0
336003,118,0,0
336003,15,0,0
336003,94,0,0
336003,81,0,0
336003,16,0,0
336004,53,1,0
336004,55,0,1
336004,97,0,0
336004,57,0,0
336004,70,0,0
336004,54,0,0
336004,59,0,0
336004,98,0,0
336004,99,0,0
336004,61,0,0
336004,100,0,0
336004,76,0,0
336004,26,1,0
336004,27,0,1
336004,64,0,0
336004,131,0,0
336004,24,0,0
336004,29,0,0
336004,67,0,0
336004,77,0,0
336004,78,0,0
336004,437,0,0
336005,74,0,0
336005,101,0,0
336005,33,0,0
336005,31,0,0
336005,32,0,0
336005,35,0,0
336005,38,0,1
336005,102,0,0
336005,36,1,0
336005,103,0,0
336005,1,0,1
336005,82,0,0
336005,104,0,0
336005,4,0,0
336005,63,0,0
336005,95,0,0
336005,62,1,0
336005,105,0,0
336005,84,0,0
336005,106,0,0
336005,39,0,0
336005,126,0,0
336006,17,0,0
336006,107,0,0
336006,108,0,0
336006,20,1,1
336006,109,0,0
336006,21,0,0
336006,23,0,0
336006,119,0,0
336006,40,0,0
336006,41,0,1
336006,110,0,0
336006,42,0,0
336006,122,0,0
336006,120,0,0
336006,121,0,0
336006,86,0,0
336006,88,1,0
336006,89,0,0
336006,91,0,0
336006,118,0,0
336006,116,0,0
336006,117,0,0
336007,53,1,1
336007,97,0,0
336007,57,0,0
336007,111,0,0
336007,54,0,0
336007,112,0,0
336007,232,0,0
336007,59,0,0
336007,60,0,0
336007,61,0,0
336007,143,0,0
336007,9,0,0
336007,7,0,0
336007,113,0,0
336007,6,0,1
336007,10,0,0
336007,8,0,0
336007,12,0,0
336007,132,1,0
336007,81,0,0
336007,124,0,0
336007,94,0,0
336008,100,0,0
336008,25,0,0
336008,26,1,0
336008,27,0,1
336008,64,0,0
336008,24,0,0
336008,29,0,0
336008,67,0,0
336008,5,0,0
336008,1,0,1
336008,95,0,0
336008,104,0,0
336008,4,0,0
336008,63,0,0
336008,62,1,0
336008,82,0,0
336008,77,0,0
336008,78,0,0
336008,437,0,0
336008,105,0,0
336008,84,0,0
336008,106,0,0
336009,114,1,0
336009,44,0,0
336009,45,0,0
336009,46,0,0
336009,71,0,0
336009,48,0,0
336009,49,0,1
336009,79,0,0
336009,115,0,0
336009,73,0,0
336009,40,0,0
336009,41,0,1
336009,42,0,0
336009,110,0,0
336009,86,0,0
336009,88,1,0
336009,89,0,0
336009,116,0,0
336009,91,0,0
336009,117,0,0
336009,118,0,0
336009,80,0,0
336010,17,0,0
336010,107,0,0
336010,108,0,0
336010,21,0,0
336010,23,0,0
336010,20,1,1
336010,109,0,0
336010,119,0,0
336010,120,0,0
336010,121,0,0
336010,122,0,0
336010,74,0,0
336010,101,0,0
336010,31,0,0
336010,32,0,0
336010,36,1,0
336010,33,0,0
336010,35,0,0
336010,38,0,1
336010,102,0,0
336010,39,0,0
336010,126,0,0
336011,7,0,0
336011,8,0,0
336011,10,0,0
336011,9,0,0
336011,6,0,1
336011,113,0,0
336011,14,0,0
336011,123,1,0
336011,15,0,0
336011,124,0,0
336011,94,0,0
336011,100,0,0
336011,25,0,0
336011,76,0,0
336011,27,0,1
336011,64,0,0
336011,29,0,0
336011,67,0,0
336011,134,1,0
336011,437,0,0
336011,77,0,0
336011,78,0,0
336012,17,0,0
336012,107,0,0
336012,125,0,0
336012,21,0,0
336012,23,0,0
336012,20,1,1
336012,109,0,0
336012,119,0,0
336012,120,0,0
336012,53,1,1
336012,97,0,0
336012,58,0,0
336012,57,0,0
336012,70,0,0
336012,122,0,0
336012,121,0,0
336012,54,0,0
336012,59,0,0
336012,232,0,0
336012,61,0,0
336012,143,0,0
336012,131,0,0
336013,74,0,0
336013,101,0,0
336013,31,0,0
336013,32,0,0
336013,33,0,0
336013,35,0,0
336013,38,0,1
336013,102,0,0
336013,36,1,0
336013,39,0,0
336013,126,0,0
336013,114,1,0
336013,44,0,0
336013,46,0,0
336013,71,0,0
336013,48,0,0
336013,45,0,0
336013,49,0,1
336013,79,0,0
336013,115,0,0
336013,73,0,0
336013,80,0,0
336014,40,0,0
336014,41,0,1
336014,110,0,0
336014,42,0,0
336014,86,0,0
336014,88,1,0
336014,87,0,0
336014,108,0,0
336014,107,0,0
336014,20,1,1
336014,21,0,0
336014,109,0,0
336014,127,0,0
336014,23,0,0
336014,120,0,0
336014,91,0,0
336014,118,0,0
336014,117,0,0
336014,116,0,0
336014,435,0,0
336014,121,0,0
336014,151,0,0
336015,128,0,0
336015,104,0,0
336015,1,0,1
336015,4,0,0
336015,129,0,0
336015,63,0,0
336015,62,1,0
336015,83,0,0
336015,105,0,0
336015,130,0,0
336015,51,0,0
336015,11,1,0
336015,6,0,1
336015,10,0,0
336015,14,0,0
336015,84,0,0
336015,106,0,0
336015,81,0,0
336015,8,0,0
336015,15,0,0
336015,124,0,0
336015,94,0,0
336016,53,1,1
336016,97,0,0
336016,58,0,0
336016,57,0,0
336016,70,0,0
336016,59,0,0
336016,112,0,0
336016,54,0,0
336016,61,0,0
336016,131,0,0
336016,74,0,0
336016,31,0,0
336016,33,0,0
336016,32,0,0
336016,143,0,0
336016,138,0,0
336016,35,0,0
336016,38,0,1
336016,36,1,0
336016,102,0,0
336016,39,0,0
336016,126,0,0
336017,11,0,0
336017,132,1,0
336017,113,0,0
336017,6,0,1
336017,10,0,0
336017,8,0,0
336017,12,0,0
336017,14,0,0
336017,81,0,0
336017,124,0,0
336017,44,0,0
336017,133,0,1
336017,46,0,0
336017,94,0,0
336017,147,0,0
336017,48,0,0
336017,49,0,0
336017,96,0,0
336017,114,1,0
336017,80,0,0
336017,149,0,0
336017,73,0,0
336018,108,0,0
336018,107,0,0
336018,21,0,0
336018,23,0,0
336018,20,1,1
336018,109,0,0
336018,100,0,0
336018,25,0,0
336018,24,0,0
336018,76,0,0
336018,27,0,1
336018,64,0,0
336018,29,0,0
336018,67,0,0
336018,77,0,0
336018,78,0,0
336018,134,1,0
336018,127,0,0
336018,435,0,0
336018,120,0,0
336018,121,0,0
336018,151,0,0
336019,103,0,0
336019,128,0,0
336019,1,0,1
336019,4,0,0
336019,129,0,0
336019,63,0,0
336019,53,1,1
336019,97,0,0
336019,112,0,0
336019,57,0,0
336019,58,0,0
336019,54,0,0
336019,59,0,0
336019,60,0,0
336019,61,0,0
336019,62,1,0
336019,105,0,0
336019,84,0,0
336019,106,0,0
336019,83,0,0
336019,143,0,0
336019,131,0,0
336020,40,0,0
336020,41,0,1
336020,42,0,0
336020,110,0,0
336020,88,1,0
336020,135,0,0
336020,136,0,0
336020,90,0,0
336020,91,0,0
336020,31,0,0
336020,74,0,0
336020,33,0,0
336020,32,0,0
336020,35,0,0
336020,137,0,0
336020,38,0,1
336020,138,0,0
336020,36,1,0
336020,118,0,0
336020,116,0,0
336020,39,0,0
336020,126,0,0
336021,130,0,0
336021,8,0,0
336021,113,0,0
336021,10,0,0
336021,6,0,1
336021,11,1,0
336021,14,0,0
336021,81,0,0
336021,15,0,0
336021,124,0,0
336021,100,0,0
336021,25,0,0
336021,139,0,0
336021,94,0,0
336021,27,0,1
336021,64,0,0
336021,29,0,0
336021,92,0,0
336021,67,0,0
336021,134,1,0
336021,77,0,0
336021,78,0,0
336022,103,0,0
336022,128,0,0
336022,1,0,1
336022,4,0,0
336022,129,0,0
336022,63,0,0
336022,62,1,0
336022,140,0,0
336022,40,0,0
336022,41,0,1
336022,110,1,0
336022,87,0,0
336022,42,0,0
336022,135,0,0
336022,136,0,0
336022,90,0,0
336022,91,0,0
336022,116,0,0
336022,118,0,0
336022,84,0,0
336022,106,0,0
336022,144,0,0
336023,108,0,0
336023,107,0,0
336023,21,0,0
336023,23,0,0
336023,127,0,0
336023,20,1,1
336023,109,0,0
336023,44,0,0
336023,133,0,1
336023,46,0,0
336023,119,0,0
336023,120,0,0
336023,151,0,0
336023,121,0,0
336023,45,0,0
336023,71,0,0
336023,48,0,0
336023,49,0,0
336023,114,1,0
336023,115,0,0
336023,73,0,0
336023,80,0,0
336024,100,0,0
336024,25,0,0
336024,27,0,1
336024,139,0,0
336024,33,0,0
336024,138,0,0
336024,141,0,0
336024,32,0,1
336024,31,0,0
336024,69,1,0
336024,36,0,0
336024,37,0,0
336024,75,0,0
336024,26,1,0
336024,153,0,0
336024,67,0,0
336024,29,0,0
336024,78,0,0
336024,77,0,0
336024,68,0,0
336024,39,0,0
336024,126,0,0
336025,40,0,0
336025,41,0,1
336025,42,0,0
336025,90,0,0
336025,135,0,0
336025,87,0,0
336025,53,1,1
336025,70,0,0
336025,97,0,0
336025,57,0,0
336025,58,0,0
336025,54,0,0
336025,112,0,0
336025,61,0,0
336025,131,0,0
336025,143,0,0
336025,142,0,0
336025,88,1,0
336025,136,0,0
336025,89,0,0
336025,118,0,0
336025,117,0,0
336026,103,0,0
336026,128,0,0
336026,1,0,1
336026,4,0,0
336026,5,0,0
336026,62,1,0
336026,63,0,0
336026,82,0,0
336026,144,0,0
336026,84,0,0
336026,106,0,0
336026,44,0,0
336026,133,0,1
336026,46,0,0
336026,45,0,0
336026,71,0,0
336026,48,0,0
336026,49,0,0
336026,467,0,0
336026,114,1,0
336026,115,0,0
336026,73,0,0
336027,40,0,0
336027,41,0,1
336027,42,0,0
336027,135,0,0
336027,90,0,0
336027,86,0,0
336027,100,0,0
336027,25,0,0
336027,27,0,1
336027,139,0,0
336027,64,0,0
336027,116,0,0
336027,88,1,0
336027,136,0,0
336027,89,0,0
336027,118,0,0
336027,29,0,0
336027,153,0,0
336027,67,0,0
336027,134,1,0
336027,77,0,0
336027,78,0,0
336028,74,0,0
336028,101,0,0
336028,32,0,0
336028,130,0,0
336028,8,0,0
336028,113,0,0
336028,9,0,0
336028,10,0,0
336028,6,0,1
336028,123,1,0
336028,14,0,0
336028,15,0,0
336028,124,0,0
336028,145,0,0
336028,31,0,0
336028,33,0,0
336028,35,0,0
336028,38,0,1
336028,102,0,0
336028,36,1,0
336028,39,0,0
336028,126,0,0
336029,44,0,0
336029,133,0,1
336029,45,0,0
336029,48,0,0
336029,46,0,0
336029,71,0,0
336029,47,0,0
336029,114,1,0
336029,115,0,0
336029,53,1,1
336029,70,0,0
336029,57,0,0
336029,111,0,0
336029,54,0,0
336029,112,0,0
336029,98,0,0
336029,146,0,0
336029,61,0,0
336029,73,0,0
336029,149,0,0
336029,131,0,0
336029,143,0,0
336030,103,0,0
336030,5,0,0
336030,1,0,1
336030,95,0,0
336030,4,0,0
336030,63,0,0
336030,62,1,0
336030,17,0,0
336030,107,0,0
336030,82,0,0
336030,84,0,0
336030,106,0,0
336030,144,0,0
336030,108,0,0
336030,21,0,0
336030,23,0,0
336030,20,1,1
336030,109,0,0
336030,120,0,0
336030,151,0,0
336030,121,0,0
336030,122,0,0
336031,9,0,0
336031,93,0,0
336031,132,1,0
336031,6,0,1
336031,113,0,0
336031,10,0,0
336031,12,0,0
336031,14,0,0
336031,15,0,0
336031,40,0,0
336031,41,0,1
336031,110,0,0
336031,135,0,0
336031,42,0,0
336031,88,1,0
336031,90,0,0
336031,124,0,0
336031,94,0,0
336031,89,0,0
336031,91,0,0
336031,116,0,0
336031,118,0,0
336032,103,0,0
336032,5,0,0
336032,1,0,1
336032,4,0,0
336032,95,0,0
336032,63,0,0
336032,62,1,0
336032,82,0,0
336032,105,0,0
336032,84,0,0
336032,74,0,0
336032,101,0,0
336032,102,0,0
336032,33,0,0
336032,32,0,0
336032,31,0,0
336032,106,0,0
336032,35,0,0
336032,38,0,1
336032,36,1,0
336032,39,0,0
336032,126,0,0
336033,100,0,0
336033,25,0,0
336033,139,0,0
336033,27,0,1
336033,64,0,0
336033,29,0,0
336033,44,0,0
336033,133,0,1
336033,147,0,0
336033,48,0,0
336033,46,0,0
336033,49,0,0
336033,47,1,0
336033,148,0,0
336033,149,0,0
336033,73,0,0
336033,150,0,0
336033,92,0,0
336033,67,0,0
336033,134,1,0
336033,77,0,0
336033,78,0,0
336034,9,0,0
336034,132,0,0
336034,8,0,0
336034,6,0,1
336034,113,0,0
336034,11,1,0
336034,12,0,0
336034,14,0,0
336034,81,0,0
336034,124,0,0
336034,17,1,0
336034,107,0,0
336034,20,0,1
336034,21,0,0
336034,23,0,0
336034,109,0,0
336034,108,0,0
336034,120,0,0
336034,151,0,0
336034,122,0,0
336034,94,0,0
336034,121,0,0
336036,53,1,1
336036,97,0,0
336036,57,0,0
336036,54,0,0
336036,111,0,0
336036,58,0,0
336036,100,0,0
336036,26,1,0
336036,27,0,1
336036,139,0,0
336036,64,0,0
336036,67,0,0
336036,112,0,0
336036,59,0,0
336036,61,0,0
336036,131,0,0
336036,143,0,0
336036,92,0,0
336036,153,0,0
336036,437,0,0
336036,78,0,0
336036,77,0,0
336037,44,0,0
336037,133,0,1
336037,147,0,0
336037,46,0,0
336037,48,0,0
336037,49,0,0
336037,148,0,0
336037,47,1,0
336037,438,0,0
336037,40,0,0
336037,41,0,1
336037,42,0,0
336037,87,0,0
336037,135,0,0
336037,88,1,0
336037,90,0,0
336037,80,0,0
336037,73,0,0
336037,436,0,0
336037,91,0,0
336037,136,0,0
336037,118,0,0
336038,74,0,0
336038,101,0,0
336038,69,1,0
336038,31,0,0
336038,33,0,0
336038,30,0,0
336038,17,1,0
336038,107,0,0
336038,21,0,0
336038,109,0,0
336038,20,0,1
336038,23,0,0
336038,120,0,0
336038,152,0,0
336038,37,0,0
336038,38,0,1
336038,102,0,0
336038,75,0,0
336038,126,0,0
336038,151,0,0
336038,121,0,0
336038,122,0,0
336039,93,0,0
336039,7,0,0
336039,8,0,0
336039,9,0,0
336039,113,0,0
336039,6,0,1
336039,11,1,0
336039,14,0,0
336039,15,0,0
336039,53,1,0
336039,55,0,1
336039,97,0,0
336039,57,0,0
336039,70,0,0
336039,58,0,0
336039,232,0,0
336039,59,0,0
336039,94,0,0
336039,124,0,0
336039,61,0,0
336039,143,0,0
336039,131,0,0
336040,100,0,0
336040,25,0,0
336040,26,1,0
336040,27,0,1
336040,64,0,0
336040,29,0,0
336040,67,0,0
336040,92,0,0
336040,103,0,0
336040,1,0,1
336040,95,0,0
336040,4,0,0
336040,63,0,0
336040,62,1,0
336040,128,0,0
336040,105,0,0
336040,84,0,0
336040,153,0,0
336040,78,0,0
336040,77,0,0
336040,174,0,0
336040,106,0,0
336041,44,0,0
336041,133,0,1
336041,48,0,0
336041,46,0,0
336041,147,0,0
336041,49,0,0
336041,96,0,0
336041,114,1,0
336041,115,0,0
336041,69,1,0
336041,101,0,0
336041,31,0,0
336041,32,0,0
336041,33,0,0
336041,35,0,0
336041,138,0,0
336041,149,0,0
336041,73,0,0
336041,38,0,1
336041,102,0,0
336041,39,0,0
336041,75,0,0
336042,53,1,1
336042,97,0,0
336042,58,0,0
336042,54,0,0
336042,112,0,0
336042,70,0,0
336042,232,0,0
336042,61,0,0
336042,131,0,0
336042,17,1,0
336042,107,0,0
336042,21,0,0
336042,20,0,1
336042,109,0,0
336042,142,0,0
336042,143,0,0
336042,23,0,0
336042,152,0,0
336042,122,0,0
336042,121,0,0
336042,120,0,0
336042,151,0,0
336043,74,0,0
336043,101,0,0
336043,102,0,0
336043,32,0,0
336043,33,0,0
336043,31,0,0
336043,35,0,0
336043,38,0,1
336043,36,1,0
336043,126,0,0
336043,39,0,0
336043,40,0,0
336043,41,0,1
336043,42,0,0
336043,87,0,0
336043,135,0,0
336043,88,1,0
336043,90,0,0
336043,136,0,0
336043,91,0,0
336043,117,0,0
336043,118,0,0
336044,100,0,0
336044,25,0,0
336044,26,1,0
336044,27,0,1
336044,64,0,0
336044,29,0,0
336044,68,0,0
336044,67,0,0
336044,153,0,0
336044,77,0,0
336044,17,1,0
336044,108,0,0
336044,21,0,0
336044,78,0,0
336044,20,0,1
336044,127,0,0
336044,23,0,0
336044,109,0,0
336044,120,0,0
336044,151,0,0
336044,121,0,0
336044,122,0,0
336045,17,1,0
336045,108,0,0
336045,21,0,0
336045,109,0,0
336045,20,0,1
336045,127,0,0
336045,23,0,0
336045,138,0,0
336045,101,0,0
336045,69,1,0
336045,32,0,0
336045,31,0,0
336045,33,0,0
336045,35,0,0
336045,38,0,1
336045,102,0,0
336045,120,0,0
336045,151,0,0
336045,121,0,0
336045,122,0,0
336045,39,0,0
336045,126,0,0
392186,44,0,0
392186,133,0,1
392186,42,0,0
392186,154,0,0
392186,71,0,0
392186,48,0,0
392186,50,0,0
392186,15,0,0
392186,47,1,0
392186,17,1,0
392186,18,0,0
392186,21,0,0
392186,155,0,0
392186,20,0,1
392186,22,0,0
392186,23,0,0
392186,119,0,0
392186,156,0,0
392186,194,0,0
392186,115,0,0
392186,120,0,0
392186,201,0,0
392187,157,0,0
392187,46,1,0
392187,52,0,0
392187,158,0,1
392187,6,0,0
392187,8,0,0
392187,12,0,0
392187,14,0,0
392187,81,0,0
392187,94,0,0
392187,74,0,0
392187,101,0,0
392187,138,0,0
392187,159,0,0
392187,31,0,0
392187,137,0,0
392187,35,0,0
392187,38,0,1
392187,36,1,0
392187,126,0,0
392187,160,0,0
392187,124,0,0
392188,161,0,0
392188,24,0,0
392188,27,0,1
392188,26,1,0
392188,64,0,0
392188,29,0,0
392188,67,0,0
392188,30,0,0
392188,40,0,0
392188,41,0,1
392188,243,0,0
392188,78,0,0
392188,215,0,0
392188,135,0,0
392188,110,0,0
392188,87,0,0
392188,88,1,0
392188,223,0,0
392188,175,0,0
392188,91,0,0
392188,439,0,0
392188,116,0,0
392189,2,1,1
392189,162,0,0
392189,1,0,0
392189,104,0,0
392189,128,0,0
392189,63,0,0
392189,163,0,0
392189,82,0,0
392189,83,0,0
392189,84,0,0
392189,106,0,0
392189,53,1,1
392189,97,0,0
392189,55,0,0
392189,57,0,0
392189,58,0,0
392189,54,0,0
392189,256,0,0
392189,131,0,0
392189,61,0,0
392189,112,0,0
392189,165,0,0
392190,17,0,0
392190,18,0,0
392190,21,0,0
392190,20,1,1
392190,155,0,0
392190,109,0,0
392190,14,0,0
392190,46,1,0
392190,9,0,0
392190,52,0,0
392190,158,0,1
392190,6,0,0
392190,8,0,0
392190,164,0,0
392190,81,0,0
392190,94,0,0
392190,124,0,0
392190,23,0,0
392190,119,0,0
392190,151,0,0
392190,120,0,0
392190,121,0,0
392191,161,0,0
392191,24,0,0
392191,29,0,0
392191,26,1,0
392191,27,0,1
392191,64,0,0
392191,30,0,0
392191,67,0,0
392191,2,1,1
392191,162,0,0
392191,104,0,0
392191,243,0,0
392191,78,0,0
392191,215,0,0
392191,1,0,0
392191,170,0,0
392191,128,0,0
392191,163,0,0
392191,63,0,0
392191,84,0,0
392191,83,0,0
392191,106,0,0
392193,53,1,1
392193,97,0,0
392193,55,0,0
392193,57,0,0
392193,58,0,0
392193,54,0,0
392193,112,0,0
392193,165,0,0
392193,157,0,0
392193,46,1,0
392193,9,0,0
392193,158,0,1
392193,6,0,0
392193,8,0,0
392193,164,0,0
392193,166,0,0
392193,14,0,0
392193,124,0,0
392193,256,0,0
392193,131,0,0
392193,61,0,0
392193,94,0,0
392194,40,0,0
392194,41,0,1
392194,110,0,0
392194,135,0,0
392194,88,1,0
392194,87,0,0
392194,175,0,0
392194,17,0,0
392194,18,0,0
392194,21,0,0
392194,20,1,1
392194,155,0,0
392194,109,0,0
392194,23,0,0
392194,120,0,0
392194,119,0,0
392194,151,0,0
392194,121,0,0
392194,223,0,0
392194,439,0,0
392194,116,0,0
392194,73,0,0
392195,74,0,0
392195,167,0,0
392195,168,0,0
392195,31,0,0
392195,35,0,0
392195,137,0,0
392195,169,0,0
392195,38,0,1
392195,162,0,0
392195,2,1,1
392195,63,0,0
392195,104,0,0
392195,1,0,0
392195,59,0,0
392195,170,0,0
392195,82,0,0
392195,84,0,0
392195,36,1,0
392195,126,0,0
392195,160,0,0
392195,174,0,0
392195,395,0,0
392196,157,0,0
392196,46,1,0
392196,9,0,0
392196,158,0,1
392196,6,0,0
392196,52,0,0
392196,8,0,0
392196,14,0,0
392196,81,0,0
392196,75,0,0
392196,124,0,0
392196,161,0,0
392196,24,0,0
392196,26,1,0
392196,27,0,1
392196,64,0,0
392196,29,0,0
392196,68,0,0
392196,67,0,0
392196,78,0,0
392196,440,0,0
392196,215,0,0
392197,53,1,1
392197,97,0,0
392197,147,0,0
392197,57,0,0
392197,55,0,0
392197,54,0,0
392197,112,0,0
392197,61,0,0
392197,165,0,0
392197,131,0,0
392197,44,0,0
392197,133,0,1
392197,154,0,0
392197,42,0,0
392197,71,0,0
392197,48,0,0
392197,50,0,0
392197,15,0,0
392197,47,1,0
392197,256,0,0
392197,194,0,0
392197,80,0,0
392199,9,0,0
392199,46,0,0
392199,158,0,1
392199,52,0,0
392199,8,0,0
392199,11,1,0
392199,12,0,0
392199,81,0,0
392199,75,0,0
392199,40,0,0
392199,41,0,1
392199,135,0,0
392199,110,0,0
392199,88,1,0
392199,171,0,0
392199,124,0,0
392199,181,0,0
392199,136,0,0
392199,175,0,0
392199,223,0,0
392199,116,0,0
392199,73,0,0
392200,161,0,0
392200,24,0,0
392200,26,1,0
392200,27,0,1
392200,64,0,0
392200,29,0,0
392200,67,0,0
392200,68,0,0
392200,101,0,0
392200,74,0,0
392200,168,0,0
